Latitude,Longitude
-23.45,133.816667
-23.5,133.266667
-21.25,139.033333
-23.516667,133.266667
-31.766667,142.283333
-26.6,118.416667
-26.933333,133.15
-22.75,132.15
-23.45,133.816667
-21.983333,133.466667
-22.75,117.766667
-22.656389,142.923611
-21.516667,136.95
-23.516667,133.266667
-26.566667,118.766667
-28.666667,144.783333
-23.45,133.816667
-30.633333,143.033333
-31.583333,144.766667
