year,Blue,Green,NIR,Red,SWIR1,SWIR2,pixel_qa,site,lanform
1986,251.883,586.399,"1,685.32",753.656,"2,016.81","1,302.88",66,noco,acc
1986,376.929,702.717,"1,969.90",925.527,"2,441.68","1,742.15",66,noco,acc
1987,389.649,761.569,"2,011.89","1,137.45","2,900.55","2,162.25",66,noco,acc
1987,368.191,731.712,"1,961.76","1,020.25","2,650.84","1,927.84",66,noco,acc
1987,419.803,798.673,"2,156.87","1,167.64","3,028.66","2,251.38",66,noco,acc
1987,385.346,792.975,"2,097.48","1,187.37","2,996.69","2,283.59",66,noco,acc
1987,448.925,868.933,"2,224.62","1,316.10","3,308.62","2,545.43",66,noco,acc
1987,497.816,940.438,"2,377.33","1,491.66","3,709.02","2,932.91",66,noco,acc
1987,469.87,917.889,"2,293.57","1,450.82","3,565.48","2,753.53",66,noco,acc
1987,447.078,898.287,"2,279.67","1,449.84","3,571.74","2,697.02",66,noco,acc
1987,514.675,956.711,"2,386.44","1,521.80","3,715.18","2,816.79",66,noco,acc
1987,405.999,883.895,"2,258.29","1,466.18","3,520.73","2,881.39",66,noco,acc
1987,535.44,"1,014.37","2,478.53","1,631.60","3,778.86","3,103.40",66,noco,acc
1988,502.617,949.264,"2,472.48","1,443.24","3,626.66","2,725.49",66,noco,acc
1988,401.742,858.516,"2,437.83","1,306.03","3,236.39","2,456.15",66,noco,acc
1988,536.897,"1,009.48","2,776.67","1,537.37","3,635.15","2,870.85",66,noco,acc
1988,373.626,832.338,"2,388.23","1,316.05","3,181.08","2,494.49",66,noco,acc
1988,462.107,928.54,"2,549.23","1,481.44","3,545.25","2,695.70",66,noco,acc
1988,411.53,869.255,"2,364.41","1,405.74","3,254.73","2,435.23",66,noco,acc
1988,387.89,872.859,"2,384.69","1,421.82","3,279.03","2,542.53",66,noco,acc
1988,,,,,,,,noco,acc
1988,388.769,735.414,"2,206.85",898.217,"2,334.33","1,495.93",66,noco,acc
1988,316.77,640.319,"2,217.27",713.638,"1,801.55","1,006.24",66,noco,acc
1988,222.871,574.086,"2,133.68",623.878,"1,624.30",859.608,66,noco,acc
1988,200.447,535.117,"2,081.76",548.891,"1,503.11",779.963,66,noco,acc
1988,275.306,574.122,"2,132.31",576.598,"1,482.60",788.993,66,noco,acc
1988,410.826,742.927,"2,457.92",780.037,"1,868.03","1,090.68",67.799,noco,acc
1988,274.547,562.139,"2,010.93",556.348,"1,457.58",758.262,66,noco,acc
1988,200.391,505.232,"2,002.40",539.075,"1,578.66",861.968,66,noco,acc
1988,470,648.078,"1,621",729.922,"1,431.94",969.235,66,noco,acc
1988,347.36,644.006,"2,204.59",712.479,"1,926.66","1,114.69",66,noco,acc
1988,365.095,623.119,"1,968.32",647.755,"1,436.59",763.417,66,noco,acc
1988,465.671,784.034,"2,319.42",899.622,"2,243.27","1,412.28",66,noco,acc
1988,603.037,929.747,"2,302.82","1,059.61","2,195.69","1,413.11",66,noco,acc
1988,369.187,719.923,"2,122.65",908.932,"2,281.88","1,493.59",66,noco,acc
1988,451.38,805.508,"2,257.21","1,040.32","2,644.44","1,748.61",66,noco,acc
1988,370.673,739.059,"2,120.39","1,013.01","2,640.64","1,747.91",66,noco,acc
1988,385.683,773.054,"2,130.07","1,102.42","2,915.96","1,992.65",66,noco,acc
1988,439.975,857.199,"2,277.19","1,259.07","3,148.36","2,175.86",66,noco,acc
1988,570.562,969.172,"2,448.67","1,388.57","3,454.49","2,363.96",66,noco,acc
1988,428.266,854.275,"2,294.72","1,274.36","3,241.34","2,245.16",66,noco,acc
1988,787.607,"1,063.51","2,179.35","1,361.13","2,574.49","1,544.62",66,noco,acc
1988,393.247,806.183,"2,208.47","1,210.62","3,154.75","2,269.89",66,noco,acc
1988,531.134,944.098,"2,431.56","1,392.18","3,436.40","2,449.37",66,noco,acc
1988,368.301,767.279,"2,127.79","1,142.21","3,087.87","2,256.65",66,noco,acc
1989,539.361,936.346,"2,345.77","1,364.41","3,370.70","2,363.64",66,noco,acc
1989,418.899,831.94,"2,173.26","1,255.49","3,181.75","2,225.55",66,noco,acc
1989,498.543,902.784,"2,306.00","1,346.13","3,336.58","2,291.62",66,noco,acc
1989,379.079,790.917,"2,155.20","1,206.35","3,119.59","2,127.68",66,noco,acc
1989,512.581,922.859,"2,337.74","1,365.87","3,302.81","2,334.44",66,noco,acc
1989,367.905,805.496,"2,188.76","1,249.44","3,106.46","2,203.94",66,noco,acc
1989,424.343,773.362,"2,075.35","1,133.27","2,974.93","2,138.67",66,noco,acc
1989,323.984,708.063,"2,005.67","1,087.97","2,868.98","1,982.33",66,noco,acc
1989,240.285,589.523,"1,805.27",789.851,"2,287.31","1,577.16",66,noco,acc
1989,319.344,575.56,"1,617.03",752.146,"1,954.96","1,288.59",66,noco,acc
1989,339.31,617.958,"1,708.01",790.213,"2,160.54","1,375.25",66,noco,acc
1989,251.902,599.997,"1,755.50",857.181,"2,467.99","1,727.55",66,noco,acc
1989,379.52,681.735,"1,801.78",922.472,"2,538.59","1,788.69",66,noco,acc
1989,273.553,619.46,"1,748.88",887.304,"2,511.27","1,806.10",66,noco,acc
1989,,,,,,,,noco,acc
1989,474.425,832.049,"2,055.03","1,222.25","3,163.25","2,380.30",66,noco,acc
1989,358.172,762.687,"2,002.07","1,176.66","3,096.06","2,357.43",66,noco,acc
1989,554.614,921.929,"2,152.17","1,343.45","3,304.30","2,525.51",66,noco,acc
1989,388.371,793.864,"2,019.86","1,231.46","3,167.25","2,436.02",66,noco,acc
1989,630.722,"1,040.72","2,299.79","1,525.89","3,360.79","2,612.10",66,noco,acc
1989,854.428,"1,226.49","2,411.79","1,689.79","3,145.02","2,392.48",66,noco,acc
1989,372.772,814.602,"2,159.56","1,345.67","3,442.70","2,673.77",66,noco,acc
1989,364.578,817.009,"2,179.21","1,373.05","3,486.11","2,715.42",66,noco,acc
1990,501.685,981.67,"2,590.69","1,529.84","3,486.45","2,677.66",66,noco,acc
1990,383.269,890.153,"2,419.62","1,447.21","3,333.08","2,567.32",66,noco,acc
1990,449.834,862.06,"2,372.67","1,366.25","3,202.35","2,376.99",66,noco,acc
1990,520.681,961.442,"2,566.91","1,521.50","3,563.30","2,594.77",66,noco,acc
1990,343.274,808.251,"2,335.23","1,364.27","3,270.57","2,513.62",66,noco,acc
1990,798.895,"1,208.89","2,594.20","1,654.85","3,183.87","2,351.71",66,noco,acc
1990,218.51,563.51,"1,906.03",737.483,"2,046.56","1,262.77",66,noco,acc
1990,382.244,734.563,"2,280.64","1,009.87","2,578.37","1,799.27",66,noco,acc
1990,275.759,662.61,"2,231.57",955.205,"2,520.69","1,772.51",66,noco,acc
1990,321.864,597.256,"1,905.36",723.683,"1,756.11","1,002.75",66,noco,acc
1990,286.69,582.451,"2,000.45",721.786,"1,869.75","1,133.02",66,noco,acc
1990,192.31,519.531,"1,990.87",681.604,"1,878.70","1,162.31",66,noco,acc
1990,286.393,604.917,"2,070.12",723.219,"1,944.96","1,213.68",66,noco,acc
1990,300.495,643.161,"2,045.82",795.963,"1,975.97","1,286.44",66,noco,acc
1990,371.659,677.601,"2,137.87",846.346,"2,134.04","1,402.14",66,noco,acc
1990,300.204,604.165,"1,970.00",743.195,"1,889.42","1,157.77",66,noco,acc
1990,185.519,509.64,"1,864.73",658.904,"1,788.13","1,077.65",66,noco,acc
1990,335.696,647.392,"2,114.09",847.966,"2,278.18","1,523.95",66,noco,acc
1990,271.139,636.656,"2,075.22",878.571,"2,310.33","1,595.12",66,noco,acc
1990,404.922,767.132,"2,190.21","1,101.98","2,766.24","1,984.71",66,noco,acc
1990,322.501,697,"2,099.44","1,058.39","2,698.10","1,908.30",66,noco,acc
1990,463.656,818.642,"2,200.25","1,214.49","3,010.54","2,185.58",66,noco,acc
1990,340.778,755.171,"2,170.13","1,202.07","3,047.12","2,244.53",66,noco,acc
1990,414.271,741.273,"2,065.36","1,085.44","2,672.61","1,746.99",66,noco,acc
1990,348.568,779.351,"2,172.90","1,258.66","3,178.64","2,402.47",66,noco,acc
1990,490.568,909.365,"2,365.96","1,384.66","3,386.58","2,561.34",66,noco,acc
1990,492.036,945.839,"2,417.65","1,513.65","3,640.51","2,776.30",66,noco,acc
1990,408.268,859.604,"2,290.72","1,390.97","3,402.02","2,507.22",66,noco,acc
1990,500.123,965.706,"2,490.50","1,563.49","3,733.57","2,820.59",66,noco,acc
1990,460.798,908.49,"2,364.83","1,457.49","3,499.27","2,625.44",66,noco,acc
1990,680.692,"1,069.89","2,480.72","1,598.67","3,652.29","2,765.42",66,noco,acc
1991,361.029,823.908,"2,307.48","1,385.87","3,457.61","2,596.38",66,noco,acc
1991,532.136,968.616,"2,455.00","1,544.42","3,606.46","2,700.47",66,noco,acc
1991,393.037,742.487,"1,795.08","1,075.79","2,120.22","1,473.67",66,noco,acc
1991,475.727,916.043,"2,407.81","1,475.47","3,516.90","2,696.67",66,noco,acc
1991,368.684,848.695,"2,316.98","1,413.40","3,412.57","2,575.10",66,noco,acc
1991,460.029,872.449,"2,444.93","1,330.58","3,364.66","2,526.39",66,noco,acc
1991,342.545,802.127,"2,355.42","1,277.45","3,231.11","2,451.02",66,noco,acc
1991,552.072,982.824,"2,488.28","1,474.01","3,396.86","2,571.67",66,noco,acc
1991,349.375,817.518,"2,296.99","1,329.35","3,248.56","2,414.84",66,noco,acc
1991,467.64,907.837,"2,400.32","1,430.91","3,387.14","2,525.44",66,noco,acc
1991,331.611,804.916,"2,267.09","1,323.55","3,221.03","2,414.16",66,noco,acc
1991,410.552,839.418,"2,300.11","1,341.99","3,270.12","2,434.37",66,noco,acc
1991,397.707,827.308,"2,239.15","1,291.74","3,119.92","2,315.27",66,noco,acc
1991,398.449,818.863,"2,299.15","1,318.43","3,215.98","2,375.80",66,noco,acc
1991,,,,,,,,noco,acc
1991,396.817,826.074,"2,290.06","1,296.83","3,141.35","2,310.34",66,noco,acc
1991,276.056,716.394,"2,129.56","1,166.14","2,940.40","2,145.28",66,noco,acc
1991,279.499,697.942,"2,066.14","1,075.22","2,755.86","1,980.40",66,noco,acc
1991,326.261,693.931,"2,018.41",984.155,"2,495.76","1,694.24",66,noco,acc
1991,248.816,666.519,"2,129.67","1,028.67","2,703.13","1,947.54",66,noco,acc
1991,291.099,691.496,"2,036.59","1,038.22","2,614.83","1,857.32",66,noco,acc
1991,366.059,736.659,"2,082.53","1,083.68","2,717.42","1,948.10",66,noco,acc
1991,464.662,883.69,"2,370.98","1,330.23","3,258.99","2,415.72",66,noco,acc
1991,422.931,806.947,"2,186.11","1,235.01","2,924.80","2,183.06",66,noco,acc
1991,480.455,881.092,"2,251.15","1,365.74","3,109.00","2,396.61",66,noco,acc
1991,363.387,809.283,"2,146.18","1,295.41","3,068.56","2,356.63",66,noco,acc
1991,411.429,908.891,"2,234.80","1,479.01","3,179.13","2,530.87",66,noco,acc
1991,560.131,"1,016.72","2,453.99","1,591.71","3,629.08","2,789.55",66,noco,acc
1991,554.757,973.957,"2,500.69","1,619.38","3,669.64","2,883.46",66,noco,acc
1991,468.051,970.576,"2,446.63","1,610.58","3,584.93","2,804.61",66,noco,acc
1991,586.268,"1,095.63","2,636.23","1,777.36","3,880.00","3,051.21",66,noco,acc
1991,"1,161.95","1,545.87","2,671.76","2,000.14","2,918.49","2,212.55",66,noco,acc
1991,590.591,"1,083.46","2,664.06","1,775.72","4,025.03","3,206.86",66,noco,acc
1991,455.268,991.484,"2,522.88","1,696.41","3,807.97","3,040.92",66,noco,acc
1991,590.952,"1,051.72","2,498.88","1,629.52","3,635.98","2,779.25",66,noco,acc
1992,448.535,977.279,"2,521.71","1,653.73","3,686.62","2,898.56",66,noco,acc
1992,547.824,"1,065.73","2,629.44","1,752.91","3,839.25","3,039.21",66,noco,acc
1992,,,,,,,,noco,acc
1992,,,,,,,,noco,acc
1992,,,,,,,,noco,acc
1992,521.629,"1,005.46","2,700.08","1,544.39","3,495.97","2,666.71",66,noco,acc
1992,755.583,"1,245.94","2,787.53","1,782.27","3,388.67","2,679.22",66,noco,acc
1992,481.707,943.749,"2,697.73","1,462.28","3,374.96","2,531.42",66,noco,acc
1992,365.435,860.869,"2,531.29","1,406.62","3,226.74","2,417.11",66,noco,acc
1992,579.157,"1,037.84","2,686.07","1,605.48","3,426.64","2,596.03",66,noco,acc
1992,455.517,888.894,"2,508.13","1,436.60","3,264.16","2,390.67",66,noco,acc
1992,393.695,870.838,"2,437.83","1,417.28","3,186.33","2,390.18",66,noco,acc
1992,506.845,906.667,"2,385.67","1,354.67","2,962.22","2,080.72",66,noco,acc
1992,,,,,,,,noco,acc
1992,431.252,770.489,"1,858.39","1,095.84","2,011.32","1,448.19",66,noco,acc
1992,436.137,846.119,"2,332.37","1,311.02","2,953.17","2,165.91",66,noco,acc
1992,360.318,815.241,"2,262.25","1,286.31","2,892.10","2,132.92",66,noco,acc
1992,456.346,848.275,"2,268.77","1,289.11","2,907.21","2,121.07",66,noco,acc
1992,535.869,999.829,"2,535.66","1,531.94","3,331.51","2,562.88",66,noco,acc
1992,485.923,903.007,"2,320.33","1,332.82","2,984.67","2,184.93",66,noco,acc
1992,473.637,899.539,"2,281.33","1,354.34","2,974.23","2,188.94",66,noco,acc
1992,440.861,825.552,"2,216.50","1,253.10","2,855.37","2,051.46",66,noco,acc
1992,347.621,785.65,"2,177.74","1,264.23","2,887.54","2,172.74",66,noco,acc
1992,444.097,810.767,"2,169.58","1,220.60","2,773.23","2,008.85",66,noco,acc
1992,404.557,856.819,"2,273.99","1,346.32","3,000.46","2,284.34",66,noco,acc
1992,,,,,,,,noco,acc
1992,521.631,942.605,"2,401.12","1,462.81","3,251.89","2,503.37",66,noco,acc
1992,381.602,843.931,"2,343.56","1,398.53","3,236.52","2,488.91",66,noco,acc
1992,397.444,880.347,"2,336.51","1,471.16","3,376.85","2,628.80",66,noco,acc
1992,416.473,909.77,"2,382.85","1,513.26","3,486.42","2,750.54",66,noco,acc
1992,427.974,937.744,"2,440.03","1,602.99","3,617.21","2,872.24",66,noco,acc
1992,"1,415.09","1,889.22","3,447.62","2,603.96","4,245.86","3,372.52",66,noco,acc
1992,381.528,902.83,"2,423.30","1,544.97","3,542.47","2,826.04",66,noco,acc
1992,552.712,"1,061.33","2,693.73","1,718.97","3,743.95","2,987.72",66,noco,acc
1992,349.784,746.589,"1,955.63","1,225.90","2,377.87","1,718.24",66,noco,acc
1993,528.859,999.015,"2,753.25","1,462.80","3,289.32","2,396.85",66,noco,acc
1993,357.522,827.681,"2,555.37","1,282.90","3,021.50","2,224.72",66,noco,acc
1993,467.177,885.987,"2,564.15","1,350.84","3,255.84","2,393.18",66,noco,acc
1993,376.42,804.597,"2,379.14","1,289.47","3,071.24","2,190.39",66,noco,acc
1993,455.486,863.446,"2,502.50","1,282.40","2,993.81","2,126.45",66,noco,acc
1993,330.372,767.58,"2,402.02","1,206.73","2,940.45","2,161.74",66,noco,acc
1993,448.806,837.135,"2,497.98","1,282.14","3,078.73","2,215.15",66,noco,acc
1993,320.23,763.916,"2,347.19","1,243.00","2,993.37","2,196.68",66,noco,acc
1993,306.565,723.164,"2,240.85","1,152.93","2,804.33","2,051.78",66,noco,acc
1993,446.59,847.648,"2,375.86","1,296.49","3,019.04","2,233.53",66,noco,acc
1993,323.836,746.772,"2,218.88","1,195.55","2,845.71","2,084.43",66,noco,acc
1993,853.441,"1,252.70","2,718.06","1,735.72","3,122.98","2,329.61",67.681,noco,acc
1993,407.318,806.891,"2,256.55","1,234.18","2,813.23","2,027.48",66,noco,acc
1993,509.608,889.873,"2,415.12","1,318.99","3,112.42","2,283.70",66,noco,acc
1993,327.743,725.151,"2,075.62","1,064.66","2,552.70","1,833.79",66,noco,acc
1993,409.799,787.62,"2,175.51","1,141.70","2,701.74","1,948.44",66,noco,acc
1993,327.281,670.147,"1,878.98",937.61,"2,220.36","1,465.35",66,noco,acc
1993,294.391,603.892,"1,921.45",933.308,"2,383.16","1,627.29",66,noco,acc
1993,367.537,646.64,"2,078.36","1,008.12","2,644.91","1,863.97",66,noco,acc
1993,,,,,,,,noco,acc
1993,330.933,637.242,"1,903.66",885.932,"2,218.02","1,482.22",66,noco,acc
1993,327.857,704.231,"2,008.44","1,007.38","2,461.48","1,767.83",66,noco,acc
1993,369.21,688.611,"1,968.86",941.568,"2,298.83","1,574.93",66,noco,acc
1993,284.103,543.997,"1,487.80",725.675,"1,469.97","1,007.29",66,noco,acc
1993,434.871,808.056,"2,201.38","1,183.87","2,791.20","2,065.66",66,noco,acc
1993,341.812,760.917,"2,106.92","1,202.47","3,021.22","2,291.09",66,noco,acc
1993,,,,,,,,noco,acc
1993,499.135,914.437,"2,301.83","1,415.52","3,487.45","2,639.43",66,noco,acc
1993,720.589,"1,123.86","2,382.23","1,598.54","3,159.24","2,416.57",66,noco,acc
1993,,,,,,,,noco,acc
1993,377.423,836.192,"2,226.16","1,382.78","3,367.02","2,672.24",66,noco,acc
1993,361.068,822.389,"2,234.93","1,377.99","3,420.38","2,654.25",66,noco,acc
1994,505.818,925.563,"2,338.65","1,499.30","3,556.47","2,754.79",66,noco,acc
1994,569.602,"1,006.90","2,459.11","1,587.36","3,663.61","2,807.54",66,noco,acc
1994,451.019,891.973,"2,235.49","1,427.07","3,389.78","2,585.62",66,noco,acc
1994,459.883,879.752,"2,330.89","1,427.42","3,415.33","2,579.97",66,noco,acc
1994,337.235,766.832,"2,164.21","1,252.63","3,087.17","2,264.83",66,noco,acc
1994,480.842,889.763,"2,306.57","1,407.69","3,298.44","2,462.35",66,noco,acc
1994,311.613,755.431,"2,152.59","1,276.05","3,150.51","2,378.89",66,noco,acc
1994,434.988,847.359,"2,272.17","1,376.81","3,280.83","2,488.61",66,noco,acc
1994,355.099,776.291,"2,127.23","1,274.26","2,991.81","2,236.46",66,noco,acc
1994,390.714,786.469,"2,119.50","1,245.87","3,005.85","2,226.95",66,noco,acc
1994,285.461,728.961,"2,051.43","1,181.45","2,896.20","2,155.27",66,noco,acc
1994,402.698,810.677,"2,142.99","1,259.44","3,000.72","2,216.50",66,noco,acc
1994,,,,,,,,noco,acc
1994,263.458,696.74,"1,960.47","1,125.91","2,739.89","2,054.83",66,noco,acc
1994,387.625,766.038,"2,036.67","1,177.37","2,872.71","2,139.62",66,noco,acc
1994,300.58,738.211,"1,990.89","1,172.91","2,822.26","2,129.58",66,noco,acc
1994,427.972,809.089,"2,091.02","1,264.62","2,969.57","2,215.42",66,noco,acc
1994,299.147,740.643,"2,040.32","1,228.83","2,940.86","2,229.34",66,noco,acc
1994,429.143,857.449,"2,153.76","1,350.77","3,131.78","2,381.58",66,noco,acc
1994,329.198,793.449,"2,102.95","1,312.73","3,085.15","2,363.33",66,noco,acc
1994,447.772,883.688,"2,223.34","1,422.97","3,303.60","2,523.86",66,noco,acc
1994,,,,,,,,noco,acc
1994,606.234,"1,044.72","2,398.23","1,616.22","3,561.92","2,731.45",66,noco,acc
1994,396.843,884.901,"2,294.11","1,486.63","3,544.54","2,729.75",66,noco,acc
1994,528.606,986.458,"2,362.80","1,578.72","3,658.92","2,850.47",66,noco,acc
1994,390.646,894.366,"2,283.40","1,532.70","3,506.71","2,777.27",66,noco,acc
1994,541.212,"1,025.58","2,485.96","1,705.21","3,801.95","2,998.47",66,noco,acc
1994,524.786,"1,013.08","2,478.28","1,691.61","3,788.59","2,994.78",66,noco,acc
1994,570.449,"1,016.41","2,374.50","1,644.09","3,580.02","2,868.67",66,noco,acc
1994,514.024,979.749,"2,401.84","1,649.91","3,695.75","2,998.26",66,noco,acc
1994,395.121,838.08,"2,227.55","1,436.60","3,306.45","2,480.82",66,noco,acc
1994,517.475,995.383,"2,496.79","1,705.00","3,782.78","3,077.99",66,noco,acc
1995,490.435,949.738,"2,476.88","1,567.53","3,633.32","2,886.28",66,noco,acc
1995,328.43,766.743,"2,348.00","1,165.74","2,918.03","2,093.62",66,noco,acc
1995,642.013,"1,045.58","2,817.78","1,437.08","3,235.45","2,293.80",66,noco,acc
1995,626.706,"1,046.72","2,688.01","1,436.44","3,026.96","2,179.96",66,noco,acc
1995,458.742,847.673,"2,570.18","1,265.14","3,031.67","2,155.62",66,noco,acc
1995,465.549,872.317,"2,522.22","1,338.46","2,999.93","2,180.43",66,noco,acc
1995,319.516,763.955,"2,386.82","1,241.42","2,909.28","2,103.41",66,noco,acc
1995,458.945,871.083,"2,494.10","1,352.15","3,026.20","2,176.60",66,noco,acc
1995,331.429,778.722,"2,375.70","1,257.47","2,881.80","2,049.80",66,noco,acc
1995,297.504,740.619,"2,304.80","1,218.10","2,812.87","2,013.56",66,noco,acc
1995,467.1,872.686,"2,476.02","1,331.73","2,946.49","2,038.43",66,noco,acc
1995,278.397,679.68,"2,178.88","1,076.94","2,613.82","1,815.80",66,noco,acc
1995,243.302,639.729,"2,028.62",976.306,"2,468.19","1,687.63",66,noco,acc
1995,410.548,764.698,"2,125.90","1,074.21","2,580.91","1,786.96",66,noco,acc
1995,260.591,648.993,"2,033.99",999.555,"2,473.91","1,687.76",66,noco,acc
1995,296.003,689.956,"2,063.59","1,034.51","2,541.57","1,761.30",66,noco,acc
1995,394.193,719.517,"2,056.19","1,047.79","2,502.95","1,732.75",66,noco,acc
1995,265.096,647.401,"2,006.25","1,003.02","2,490.01","1,754.20",66,noco,acc
1995,383.917,728.866,"2,087.27","1,058.58","2,597.40","1,835.96",66,noco,acc
1995,260.11,645.176,"2,029.26","1,042.94","2,582.75","1,863.74",66,noco,acc
1995,,,,,,,,noco,acc
1995,344.839,724.065,"2,097.57","1,135.95","2,723.48","2,025.85",66,noco,acc
1995,419.906,792.756,"2,157.04","1,201.21","2,795.87","2,071.51",66,noco,acc
1995,320.76,727.316,"2,111.30","1,204.25","2,974.01","2,260.27",66,noco,acc
1995,467.501,808.935,"2,171.61","1,241.69","3,057.96","2,346.67",66,noco,acc
1995,328.857,683.612,"2,113.93","1,162.24","3,027.65","2,335.56",66,noco,acc
1995,345.139,713.096,"2,159.95","1,230.84","3,188.18","2,441.35",66,noco,acc
1995,402.531,777.849,"2,193.86","1,300.18","3,317.77","2,539.48",66,noco,acc
1995,479.578,845.455,"2,341.11","1,406.62","3,533.03","2,723.90",66,noco,acc
1995,495.427,858.825,"2,297.58","1,421.41","3,551.48","2,755.26",66,noco,acc
1995,464.704,844.436,"2,372.23","1,439.43","3,505.88","2,776.39",66,noco,acc
1996,436.845,770.969,"2,350.38","1,197.62","2,977.17","2,192.30",66,noco,acc
1996,272.164,614.982,"1,599.61",859.788,865.945,528.266,66.032,noco,acc
1996,414.009,763.046,"2,441.37","1,171.59","2,924.69","2,157.96",66,noco,acc
1996,292.583,679.079,"2,380.82","1,109.17","2,811.79","2,098.79",66,noco,acc
1996,436.931,802.771,"2,548.44","1,271.36","3,038.34","2,290.88",66,noco,acc
1996,313.796,717.749,"2,385.99","1,203.44","2,926.36","2,194.85",66,noco,acc
1996,522.808,871.451,"2,616.40","1,311.51","3,038.07","2,156.50",66,noco,acc
1996,274.497,659.624,"2,256.75","1,127.24","2,850.26","2,092.63",66,noco,acc
1996,417.301,765.273,"2,410.55","1,253.89","3,031.73","2,236.07",66,noco,acc
1996,627.866,902.84,"2,383.36","1,352.43","2,886.95","2,205.05",66,noco,acc
1996,309.044,684.094,"2,264.40","1,159.84","2,819.77","2,074.85",66,noco,acc
1996,199.557,513.379,"1,910.91",828.215,"2,247.18","1,524.27",66,noco,acc
1996,348.633,633.755,"2,136.83",970.123,"2,505.12","1,780.50",66,noco,acc
1996,245.867,587.693,"2,034.96",945.046,"2,445.68","1,745.07",66,noco,acc
1996,339.236,616.351,"2,098.85",980.055,"2,508.24","1,740.08",66,noco,acc
1996,169.358,426.387,"1,760.59",728.283,"2,003.85","1,312.72",66,noco,acc
1996,,,,,,,,noco,acc
1996,342.205,591.964,"1,948.58",934.27,"2,496.59","1,772.68",66,noco,acc
1996,643.031,883.573,"2,034.60","1,175.92","2,296.42","1,652.53",71.45,noco,acc
1996,281.291,666.418,"1,936.72","1,007.35","2,489.64","1,854.04",66,noco,acc
1996,,,,,,,,noco,acc
1996,330.139,684.714,"2,172.49","1,129.38","2,862.92","2,194.08",66,noco,acc
1996,432.481,782.084,"2,239.47","1,255.32","3,083.85","2,358.97",66,noco,acc
1996,,,,,,,,noco,acc
1996,432.089,779.681,"2,310.80","1,240.56","3,087.63","2,306.42",66,noco,acc
1996,343.557,794.885,"2,282.31","1,259.06","3,038.45","2,300.69",66,noco,acc
1996,634.373,"1,033.66","2,440.29","1,526.75","3,242.67","2,508.00",66,noco,acc
1996,510.08,894.417,"2,408.48","1,440.07","3,304.38","2,555.35",66,noco,acc
1996,494.121,935.801,"2,418.14","1,475.24","3,514.83","2,717.19",66,noco,acc
1996,,,,,,,,noco,acc
1996,478.431,873.151,"2,425.90","1,476.22","3,579.49","2,795.98",66,noco,acc
1996,311,540,"1,396",753,"1,624","1,155",66,noco,acc
1996,,,,,,,,noco,acc
1996,356.163,830.515,"2,262.43","1,400.47","3,314.89","2,595.82",66,noco,acc
1997,,,,,,,,noco,acc
1997,351.771,820.365,"2,308.94","1,358.91","3,179.69","2,457.23",66,noco,acc
1997,445.917,768.801,"1,931.48","1,161.08","2,481.62","1,789.88",66,noco,acc
1997,800.568,"1,107.26","2,587.98","1,410.74","3,202.01","1,996.95",66,noco,acc
1997,314.276,699.237,"2,057.42","1,052.75","2,497.59","1,856.85",66,noco,acc
1997,429.354,771.294,"2,344.56","1,257.32","3,199.91","2,450.16",66,noco,acc
1997,309.987,711.657,"2,092.15","1,153.32","2,911.04","2,154.60",66,noco,acc
1997,410.531,796.918,"2,206.03","1,267.08","3,100.52","2,349.60",66,noco,acc
1997,286.618,667.671,"2,126.04","1,153.64","2,964.47","2,223.52",66,noco,acc
1997,421.069,805.916,"2,189.99","1,271.76","3,008.11","2,245.74",66,noco,acc
1997,321.856,746.695,"2,120.02","1,210.84","2,908.25","2,191.44",66,noco,acc
1997,406.176,777.649,"2,178.93","1,241.45","2,959.39","2,184.91",66,noco,acc
1997,247.488,599.598,"2,026.75","1,038.04","2,738.94","1,993.54",66,noco,acc
1997,,,,,,,,noco,acc
1997,"1,413.50","1,666.75","3,143.54","2,093.53","3,667.53","2,820.59",88.163,noco,acc
1997,367.438,639.533,"1,978.58",978.221,"2,559.78","1,817.61",66,noco,acc
1997,234.031,570.615,"1,717.21",841.326,"2,197.85","1,491.00",66,noco,acc
1997,363.2,672.022,"1,966.67","1,040.47","2,712.73","2,001.52",66,noco,acc
1997,268.353,666.297,"1,846.65","1,036.43","2,585.29","1,932.64",66,noco,acc
1997,364.809,715.583,"1,951.18","1,093.01","2,720.84","1,981.90",66,noco,acc
1997,263.296,608.136,"1,912.37","1,042.05","2,729.70","2,078.36",66,noco,acc
1997,404.785,730.35,"2,040.38","1,173.46","2,957.72","2,264.36",66,noco,acc
1997,423.443,808.716,"2,068","1,250.19","3,043.77","2,345.18",66,noco,acc
1997,423.472,793.569,"2,155.59","1,319.78","3,220.25","2,541.57",66,noco,acc
1997,,,,,,,,noco,acc
1997,,,,,,,,noco,acc
1997,370.5,834.014,"2,215.98","1,418.63","3,384.87","2,694.07",66,noco,acc
1997,,,,,,,,noco,acc
1997,328.884,733.046,"2,203.59","1,265.39","3,209.42","2,519.78",66,noco,acc
1997,383.858,820.138,"2,352.81","1,406.90","3,386.91","2,635.82",66,noco,acc
1997,498.594,947.946,"2,493.92","1,573.00","3,608.98","2,824.03",66,noco,acc
1998,398.318,727.355,"2,128.66","1,006.52","2,451.64","1,607.58",66,noco,acc
1998,,,,,,,,noco,acc
1998,442.083,841.261,"2,547.77","1,229.28","3,050.40","2,238.19",66,noco,acc
1998,332.971,620.427,"1,741.41",886.208,"1,969.42","1,451.15",66,noco,acc
