year,Blue,Green,NIR,Red,SWIR1,SWIR2,pixel_qa,site,lanform
2009,333.03,668.948,"2,038.99","1,212.50","3,216.83","2,495.95",66,noco,acc
2009,467.669,874.566,"2,163.16","1,352.74","3,364.31","2,596.89",66,noco,acc
2009,361.409,772.868,"1,997.41","1,236.25","3,093.76","2,388.45",66,noco,acc
2009,454.652,806.514,"2,178.80","1,339.27","3,375.45","2,668.34",66,noco,acc
2009,349.054,746.586,"2,037.69","1,160.93","2,926.71","2,249.94",66,noco,acc
2009,444.096,764.609,"2,165.73","1,220.85","3,044.30","2,285.51",66,noco,acc
2009,,,,,,,,noco,acc
2009,504.236,899.926,"2,165.09","1,366.31","2,998.01","2,201.49",66,noco,acc
2009,396.681,735.761,"2,121.10","1,216.58","3,126.58","2,346.80",66,noco,acc
2009,295.954,681.311,"2,069.34","1,205.35","3,131.49","2,428.65",66,noco,acc
2009,,,,,,,,noco,acc
2009,415.369,746.429,"2,069.29","1,243.39","3,067.86","2,332.85",66,noco,acc
2009,298.601,674.398,"2,022.64","1,199.70","3,062.97","2,289.99",66,noco,acc
2009,391.511,781.601,"2,051.11","1,203.62","3,058.76","2,278.89",66,noco,acc
2009,243.923,539.5,"1,389.11",781.79,"1,681.16","1,135.95",66,noco,acc
2009,277.326,606.515,"1,853.26","1,040.86","2,771.77","2,107.19",66,noco,acc
2009,423.015,771.618,"2,000.44","1,182.29","2,956.24","2,219.50",66,noco,acc
2009,263.181,685.783,"1,936.61","1,118.72","2,896.23","2,177.72",66,noco,acc
2009,,,,,,,,noco,acc
2009,283.27,629.084,"1,892.16","1,075.29","2,799.19","2,126.36",66,noco,acc
2009,372.369,739.63,"1,970.88","1,140.85","2,896.89","2,180.35",66,noco,acc
2009,,,,,,,,noco,acc
2009,374.175,703.331,"1,977.11","1,122.08","2,864.56","2,160.01",66,noco,acc
2009,353.892,583.835,"1,715.76",844.754,"2,150.02","1,330.25",66,noco,acc
2009,301.331,596.861,"1,705.97",849.048,"2,290.39","1,522.59",66,noco,acc
2009,249.207,620.323,"1,772.36",907.771,"2,489.18","1,778.91",66,noco,acc
2009,315.03,596.207,"1,810.48",923.887,"2,518.18","1,838.40",66,noco,acc
2009,273.012,577.138,"1,619.07",761.199,"2,110.89","1,416.33",66,noco,acc
2009,302.794,590.633,"1,766.33",884.24,"2,408.77","1,773.66",66,noco,acc
2009,220.997,504.239,"1,672.94",769.312,"2,239.31","1,625.19",66,noco,acc
2009,425.756,738.163,"1,941.09","1,019.43","2,443.51","1,784.43",66,noco,acc
2009,265.721,569.744,"1,808.44",861.744,"2,350.46","1,725.67",66,noco,acc
2009,249.488,489.862,"1,624.58",679.44,"1,915.70","1,271.65",66,noco,acc
2009,215.761,513.939,"1,745.29",798.629,"2,275.48","1,670.58",66,noco,acc
2009,305.969,582.519,"1,809.83",866.441,"2,379.95","1,760.54",66,noco,acc
2009,258.867,571.902,"1,821.21",920.708,"2,498.98","1,905.99",66,noco,acc
2009,344.72,654.461,"1,910.90","1,043.42","2,741.44","2,109.18",66,noco,acc
2009,558.447,866.284,"2,001.04","1,271.02","2,711.61","2,297.21",66,noco,acc
2009,298.61,675.762,"1,852.94","1,073.09","2,825.39","2,186.76",66,noco,acc
2009,271.087,598.898,"1,827.01","1,033.15","2,794.67","2,205.04",66,noco,acc
2009,429.169,795.548,"1,990.14","1,212.85","3,032.95","2,383.88",66,noco,acc
2009,296.977,703.949,"1,895.26","1,146.18","2,982.98","2,286.91",66,noco,acc
2009,382.584,715.799,"1,986.92","1,202.17","3,100.90","2,415.58",66,noco,acc
2009,407.117,781.684,"2,166.64","1,348.37","3,184.60","2,588.71",66,noco,acc
2009,646.181,"1,054.13","2,218.94","1,497.61","3,116.72","2,427.90",66,noco,acc
2009,390.833,884.297,"2,173.19","1,428.24","3,310.92","2,658.08",66,noco,acc
2009,474.897,870.438,"2,331.17","1,517.87","3,532.26","2,860.21",66,noco,acc
2009,562.21,"1,031.25","2,278.80","1,568.53","3,444.88","2,777.04",66,noco,acc
2009,383.571,891.073,"2,181.79","1,473.01","3,355.03","2,736.32",66,noco,acc
2009,514.274,951.23,"2,409.73","1,627.36","3,658.84","2,998.35",66,noco,acc
2009,,,,,,,,noco,acc
2009,360.956,815.43,"2,091.35","1,354.42","3,345.26","2,701.13",66,noco,acc
2009,424.2,810.55,"2,208.95","1,424.17","3,493.82","2,857.22",66,noco,acc
2009,371.413,713.217,"2,098.06","1,301.95","3,350.36","2,678.56",66,noco,acc
2009,486.998,932.38,"2,290.84","1,503.90","3,665.67","2,952.55",66,noco,acc
2009,540.584,"1,017.26","2,252.20","1,554.29","3,373.66","2,659.41",66,noco,acc
2009,434.938,849.57,"2,278.33","1,489.29","3,654.70","2,896.57",66,noco,acc
2009,511.085,969.889,"2,301.96","1,537.17","3,693.94","2,943.98",66,noco,acc
2009,378.792,841.879,"2,135.66","1,405.71","3,418.38","2,763.83",66,noco,acc
2009,611.455,837.959,"1,673.58","1,151.96","1,882.86","1,483.02",66,noco,acc
2009,370.564,745.5,"2,187.75","1,390.26","3,484.99","2,830.40",66,noco,acc
2009,492.791,956.414,"2,337.25","1,562.98","3,739.42","3,034.67",66,noco,acc
2010,465.733,853.907,"2,287.03","1,462.35","3,587.69","2,812.51",66,noco,acc
2010,361.545,716.603,"2,010.40","1,285.76","3,147.26","2,473.88",66,noco,acc
2010,557.359,"1,011.21","2,303.60","1,564.00","3,538.36","2,845.00",66,noco,acc
2010,367.58,851.097,"2,163.29","1,415.96","3,351.56","2,702.46",66,noco,acc
2010,482.672,841.045,"2,176.52","1,430.76","3,374.41","2,696.51",66,noco,acc
2010,385.898,812.879,"2,134.31","1,278.60","3,150.28","2,342.76",66,noco,acc
2010,427.592,778.854,"2,170.73","1,313.78","3,279.22","2,523.63",66,noco,acc
2010,305.504,673.205,"2,047.20","1,137.24","3,012.44","2,294.61",66,noco,acc
2010,434.832,833.131,"2,212.03","1,259.02","3,193","2,475.97",66,noco,acc
2010,434.321,748.669,"2,062.75","1,190.26","3,063.85","2,281.44",66,noco,acc
2010,379.755,711.147,"2,109.94","1,087.39","2,940.36","2,183.49",66,noco,acc
2010,285.8,627.341,"2,047.55",982.683,"2,732.25","2,007.32",66,noco,acc
2010,412.629,771.542,"2,145.95","1,083.65","2,790.24","2,063.87",66,noco,acc
2010,,,,,,,,noco,acc
2010,319.898,618.984,"2,060.91",902.182,"2,534.12","1,817.42",66,noco,acc
2010,,,,,,,,noco,acc
2010,246.587,606.682,"1,951.36",892.857,"2,423.79","1,765.49",66,noco,acc
2010,307.594,576.795,"1,998.16",875.404,"2,505.25","1,789.15",66,noco,acc
2010,241.398,548.19,"1,944.53",877.154,"2,478.42","1,795.62",66,noco,acc
2010,340.935,672.665,"1,999.20",965.185,"2,512.58","1,835.22",66,noco,acc
2010,356.635,628.116,"2,095.37",959.547,"2,626.57","1,855.00",66,noco,acc
2010,228.778,521.6,"1,773.39",834.713,"2,372.04","1,706.73",66,noco,acc
2010,211.847,401.657,"1,271.49",564.105,"1,355.90",941.505,66,noco,acc
2010,590.341,927.897,"2,519.85","1,410.24","3,304.88","2,497.03",66,noco,acc
2010,504.23,716.959,"2,014.56","1,036.50","2,481.73","1,753.15",66,noco,acc
2010,,,,,,,,noco,acc
2010,,,,,,,,noco,acc
2010,,,,,,,,noco,acc
2010,280.683,554.132,"1,808.68",859.255,"2,492.33","1,860.55",66,noco,acc
2010,333.637,579.1,"1,830.39",894.798,"2,522.95","1,886.41",66,noco,acc
2010,243.123,439.173,"1,225.70",587.894,"1,320.33",920.954,66,noco,acc
2010,587.943,758.875,"1,660.95",880.985,"1,862.21","1,216.55",66,noco,acc
2010,370.109,653.304,"1,726.94",823.057,"2,109.43","1,364.54",66,noco,acc
2010,339.556,545.856,"1,678.90",733.397,"2,072.85","1,410.97",66,noco,acc
2010,373.642,698.659,"1,932.59",940.538,"2,612.46","1,870.76",66,noco,acc
2010,377.689,579.984,"1,740.12",833.852,"1,990.96","1,410.66",66,noco,acc
2010,899.417,"1,136.32","2,577.22","1,571.40","3,092.15","2,356.28",66,noco,acc
2010,467.86,728.031,"1,797.32",912.55,"1,860.36","1,153.84",66,noco,acc
2010,464.195,828.02,"2,098.98","1,121.94","2,885.33","1,985.31",66,noco,acc
2010,402.651,679.873,"2,117.43","1,022.27","2,920.58","2,128.41",66,noco,acc
2010,424.657,766.214,"2,094.07","1,015.00","2,961.78","2,033.03",66,noco,acc
2010,451.218,780.245,"2,086.96",977.309,"2,669.94","1,683.10",66,noco,acc
2010,445.07,700.795,"2,135.95",979.045,"2,822.38","2,009.84",66,noco,acc
2010,307.518,565.924,"1,848.49",723.605,"2,095.67","1,329.90",66,noco,acc
2010,,,,,,,,noco,acc
2010,372.472,637.401,"2,151.78",878.603,"2,674.03","1,915.90",66,noco,acc
2010,464.563,812.969,"2,213.91",969.463,"2,733.24","1,747.58",66,noco,acc
2010,,,,,,,,noco,acc
2010,385.791,627.486,"2,026.89",793.049,"2,302.54","1,461.73",66,noco,acc
2011,318.345,609.69,"2,022.91",875.103,"2,609.44","1,833.98",66,noco,acc
2011,589.159,927.291,"2,442.50","1,204.67","3,182.13","2,148.35",66,noco,acc
2011,264.787,548.661,"1,962.55",762.843,"2,470.18","1,720.84",66,noco,acc
2011,399.933,709.667,"2,128.08",900.158,"2,726.61","1,835.85",66,noco,acc
2011,307.119,639.028,"1,980.79",862.071,"2,533.11","1,667.22",66,noco,acc
2011,622.047,860.892,"2,182.23","1,049.87","2,242.27","1,438.31",66,noco,acc
2011,421.101,719.965,"2,086.92",888.191,"2,493.34","1,549.50",66,noco,acc
2011,,,,,,,,noco,acc
2011,275.199,532.577,"1,904.02",708.667,"2,244.01","1,435.01",66,noco,acc
2011,271.617,598.409,"1,914.69",810.27,"2,385.25","1,626.86",66,noco,acc
2011,,,,,,,,noco,acc
2011,268.735,569.02,"1,776.55",784.55,"2,197.55","1,477.32",66,noco,acc
2011,302.455,565.76,"1,911.86",765.543,"2,455.92","1,646.50",66,noco,acc
2011,382.121,656.45,"1,907.00",820.514,"2,418.31","1,644.52",66,noco,acc
2011,276.3,581.781,"1,739.61",783.231,"2,294.46","1,561.15",66,noco,acc
2011,352.986,573.002,"1,906.53",807.969,"2,471.60","1,744.57",66,noco,acc
2011,269.769,528.949,"1,766.23",768.242,"2,343.91","1,594.34",66,noco,acc
2011,426.226,567.207,"1,211.65",594.11,"1,148.66",685.96,66,noco,acc
2011,315.375,524.846,"1,733.00",720.826,"2,330.66","1,545.68",66,noco,acc
2011,282.893,543.474,"1,723.20",747.875,"2,303.18","1,538.57",66,noco,acc
2011,377.06,648.401,"1,789.65",827.934,"2,327.32","1,551.63",66,noco,acc
2011,276.345,479.059,"1,669.33",689.136,"2,188.68","1,469.07",66,noco,acc
2011,,,,,,,,noco,acc
2011,349.634,630.742,"1,764.60",805.025,"2,288.89","1,524.50",66,noco,acc
2011,330.744,542.007,"1,733.42",743.429,"2,205.36","1,493.72",66,noco,acc
2011,462.396,659.315,"1,728.31",863.73,"1,853.74","1,280.64",66,noco,acc
2011,312.595,539.488,"1,655.78",716.833,"2,060.91","1,389.48",66,noco,acc
2011,,,,,,,,noco,acc
2011,343.393,571.825,"1,691.83",756.09,"2,130.32","1,428.64",66,noco,acc
2011,306.014,558.016,"1,667.69",740.302,"2,166.27","1,448.07",66,noco,acc
2011,300.302,519.352,"1,558.12",697.408,"2,092.28","1,451.02",66,noco,acc
2011,257.722,578.64,"1,571.88",750.732,"2,215.01","1,550.60",66,noco,acc
2011,327.141,567.415,"1,619.86",768.786,"2,266.56","1,607.24",66,noco,acc
2011,261.459,519.913,"1,572.43",730.823,"2,244.59","1,599.14",66,noco,acc
2011,438.244,700.884,"1,714.10",897.049,"2,466.87","1,744.11",66,noco,acc
2011,253.552,564.155,"1,562.14",768.592,"2,258.52","1,599.27",66,noco,acc
2011,336.848,585.678,"1,666.28",818.535,"2,400.21","1,707.17",66,noco,acc
2011,283.771,556.286,"1,621.48",798.462,"2,383.95","1,728.87",66,noco,acc
2011,383.558,666.193,"1,705.30",885.975,"2,493.96","1,801.38",66,noco,acc
2011,372.999,590.358,"1,600.28",775.063,"2,178.64","1,407.57",66,noco,acc
2011,289.561,566.325,"1,652.97",839.75,"2,479.00","1,827.22",66,noco,acc
2011,402.352,690.203,"1,731.09",937.409,"2,589.95","1,933.33",66,noco,acc
2011,418.241,697.371,"1,824.31","1,000.77","2,760.39","2,050.90",66,noco,acc
2011,,,,,,,,noco,acc
2011,444.635,747.017,"1,804.05","1,012.32","2,682.51","1,989.37",66,noco,acc
2011,325.106,658.126,"1,723.24",940.689,"2,615.65","1,978.06",66,noco,acc
2011,417.609,694.933,"1,829.43","1,014.70","2,764.85","2,086.89",66,noco,acc
2011,369.97,628.584,"1,762.20",967.63,"2,728.82","2,013.43",66,noco,acc
2011,465.454,790.757,"1,868.90","1,090.06","2,823.45","2,168.38",66,noco,acc
2011,320.691,665.179,"1,729.82",978.075,"2,702.85","2,072.76",66,noco,acc
2011,502.004,791.521,"1,950.51","1,164.49","2,995.22","2,264.77",66,noco,acc
2011,353.569,622.715,"1,771.50",970.433,"2,845.75","2,141.62",66,noco,acc
2011,534.952,874.268,"2,024.27","1,225.19","3,044.13","2,362.33",66,noco,acc
2011,335.816,675.289,"1,723.19",991.71,"2,702.62","2,089.45",66,noco,acc
2011,454.922,749.99,"1,940.80","1,134.19","3,060.43","2,337.27",66,noco,acc
2011,392.508,656.324,"1,708.59",956.818,"2,729.88","2,072.90",66,noco,acc
2011,413.781,686.29,"1,834.73",968.433,"2,660.71","2,042.77",66,noco,acc
2011,580.33,838.422,"2,110.67","1,161.86","3,007.51","2,334.67",66,noco,acc
2011,321.62,604.685,"1,759.67",884.387,"2,635.51","1,988.47",66,noco,acc
2011,537.512,818.324,"1,990.89","1,158.11","3,029.80","2,300.25",66,noco,acc
2012,345.245,607.815,"1,762.87",944.882,"2,760.85","2,091.45",66,noco,acc
2012,460.058,725.862,"1,861.80","1,067.12","2,860.20","2,145.14",66,noco,acc
2012,265.895,555.931,"1,871.17",746.827,"2,339.96","1,685.29",66,noco,acc
2012,399.383,662.293,"2,006.03",867.416,"2,443.69","1,716.79",66,noco,acc
2012,263.774,531.933,"1,768.61",740.836,"2,319.77","1,586.40",66,noco,acc
2012,235.309,500.794,"1,801.35",657.395,"2,077.78","1,408.88",66,noco,acc
2012,342.541,600.192,"2,002.02",737.535,"2,122.75","1,429.63",66,noco,acc
2012,225.73,509.436,"1,854.97",672.573,"2,100.42","1,426.51",66,noco,acc
2012,334.131,583.184,"1,813.22",766.859,"2,210.56","1,509.17",66,noco,acc
2012,258.157,538.479,"1,810.08",767.523,"2,216.69","1,538.97",66,noco,acc
2012,376.224,647.614,"1,924.70",879.06,"2,362.97","1,584.13",66,noco,acc
2012,,,,,,,,noco,acc
2012,325.426,573.918,"1,775.23",777.606,"2,160.51","1,461.37",66,noco,acc
2012,246.364,523.771,"1,738.59",755.689,"2,138.10","1,454.83",66,noco,acc
2012,343.987,601.554,"1,807.93",842.458,"2,208.97","1,482.41",66,noco,acc
2012,264.314,557.281,"1,799.45",788.77,"2,155.79","1,392.23",66,noco,acc
2012,295.862,525.975,"1,618.00",657.352,"1,749.32","1,093.53",66,noco,acc
2012,560.433,791.014,"1,911.48",930.455,"2,014.62","1,410.61",66,noco,acc
2012,260.823,517.726,"1,607.25",682.11,"1,945.60","1,319.61",66,noco,acc
2012,347.358,580.14,"1,665.27",735.503,"1,999.22","1,351.46",66,noco,acc
2012,196.839,430.699,"1,434.23",551.677,"1,660.63","1,082.93",66,noco,acc
2012,,,,,,,,noco,acc
2012,223.132,465.167,"1,522.75",624.499,"1,919.11","1,345.34",66,noco,acc
2012,329.153,560.746,"1,607.89",729.163,"2,064.14","1,466.28",66,noco,acc
2012,,,,,,,,noco,acc
2012,283.661,554.832,"1,623.01",784.182,"2,275.28","1,663.14",66,noco,acc
2012,367.661,628.025,"1,682.28",842.934,"2,344.59","1,706.97",66,noco,acc
2012,410.212,707.015,"1,885.30","1,025.76","2,802.07","2,084.89",66,noco,acc
2012,461.731,725.906,"1,776.91",996.977,"2,591.13","1,937.67",66,noco,acc
2012,361.045,638.086,"1,700.68",927.284,"2,551.96","1,901.24",66,noco,acc
2012,426.276,709.705,"1,828.38","1,029.12","2,793.47","2,089.22",66,noco,acc
2012,390.033,674.029,"1,741.96",989.128,"2,653.92","2,008.73",66,noco,acc
2012,501.434,787.975,"1,918.89","1,133.46","2,915.73","2,170.80",66,noco,acc
2012,,,,,,,,noco,acc
2012,463.308,759.918,"1,911.44","1,135.61","2,936.76","2,250.43",66,noco,acc
2012,420.987,718.841,"1,799.58","1,040.88","2,830.25","2,135.84",66,noco,acc
2012,507.607,798.048,"1,958.85","1,183.52","3,066.25","2,320.71",66,noco,acc
2012,365.171,675.663,"1,814.27","1,050.84","2,849.51","2,180.50",66,noco,acc
2012,465.786,760.631,"1,934.98","1,151.54","2,998.94","2,224.39",66,noco,acc
2012,406.551,714.022,"1,838.62","1,090.66","2,926.37","2,140.99",66,noco,acc
2013,378.559,686.986,"1,837.34","1,060.49","2,860.72","2,144.48",66,noco,acc
2013,537.661,825.736,"2,007.32","1,238.36","3,072.10","2,242.05",66,noco,acc
2013,338.1,622.284,"1,824.12","1,003.73","2,868.50","2,104.73",66,noco,acc
2013,433.218,748.738,"1,987.85","1,150.51","3,021.70","2,300.85",66,noco,acc
2013,374.406,700.005,"1,859.92","1,086.26","2,887.18","2,137.04",66,noco,acc
2013,402.359,694.832,"1,871.43","1,054.38","2,850.69","2,103.37",66,noco,acc
2013,300.252,594.503,"1,701.58",930.476,"2,650.79","1,922.88",66,noco,acc
2013,,,,,,,,noco,acc
2013,299.599,579.268,"1,701.04",860.59,"2,520.37","1,866.47",66,noco,acc
2013,,,,,,,,noco,acc
2013,277.649,576.738,"1,702.81",890.851,"2,625.52","1,941.47",66,noco,acc
2013,314.352,530.086,"1,566.62",857.619,"2,598.86","1,872.20",322,noco,acc
2013,360.63,631.37,"1,730.00",943.652,"2,634.82","1,933.21",66,noco,acc
2013,318.441,553.195,"1,606.41",887.249,"2,631.05","1,910.69",322,noco,acc
2013,282.056,567.297,"1,640.31",869.962,"2,473.17","1,813.82",66,noco,acc
2013,,,,,,,,noco,acc
2013,351.353,634.838,"1,743.50",947.804,"2,678.91","1,951.84",66,noco,acc
2013,287.399,579.843,"1,682.14",871.677,"2,480.48","1,828.91",66,noco,acc
2013,300.41,531.704,"1,575.17",844.612,"2,508.01","1,804.77",322,noco,acc
2013,340.977,614.824,"1,700.94",901.686,"2,492.90","1,807.44",66,noco,acc
2013,307.006,592.967,"1,695.62",881.665,"2,517.82","1,872.93",66,noco,acc
2013,287.174,495.124,"1,493.55",776.862,"2,383.72","1,688.87",322,noco,acc
2013,182.936,355.848,"1,221.60",532.278,"1,704.89","1,099.55",322,noco,acc
2013,267.197,479.708,"1,461.29",646.133,"1,901.66","1,267.41",66,noco,acc
2013,,,,,,,,noco,acc
2013,487.488,706.094,"1,821.31",894.435,"2,444.07","1,690.77",66,noco,acc
2013,228.641,481.704,"1,534.77",671.514,"2,097.60","1,476.95",66,noco,acc
2013,264.456,442.011,"1,399.63",625.983,"1,989.14","1,420.26",322,noco,acc
2013,261.002,433.973,"1,376.09",629.816,"1,994.84","1,442.46",322,noco,acc
2013,277.826,516.389,"1,558.78",689.799,"2,083.31","1,483.71",66,noco,acc
2013,224.912,469.286,"1,507.95",670.645,"2,063.05","1,474.12",66,noco,acc
2013,266.548,442.817,"1,389.41",647.5,"2,068.98","1,495.88",322,noco,acc
2013,246.768,426.81,"1,330.27",625.092,"2,012.84","1,378.46",322,noco,acc
2013,312.202,547.738,"1,564.74",746.16,"2,277.04","1,616.79",66,noco,acc
2013,260.677,492.587,"1,515.15",657.036,"2,042.05","1,357.57",66,noco,acc
2013,264.037,428.735,"1,352.59",623.892,"1,989.99","1,419.74",322,noco,acc
2013,279.195,451.966,"1,368.78",678.164,"2,098.56","1,550.12",322,noco,acc
2013,300.099,538.287,"1,561.78",740.608,"2,162.87","1,582.13",66,noco,acc
2013,810.803,"1,129.45","2,364.01","1,467.84","3,169.45","2,353.83",66,noco,acc
2013,311.835,490.194,"1,430.37",739.242,"2,291.28","1,699.45",322,noco,acc
2013,337.06,579.81,"1,603.18",822.893,"2,450.16","1,804.95",66,noco,acc
2013,265.561,550.831,"1,600.00",827.206,"2,452.13","1,852.75",66,noco,acc
2013,336.079,534.867,"1,498.10",830.43,"2,491.11","1,894.22",322,noco,acc
2013,387.511,675.689,"1,869.63","1,065.97","3,117.24","2,372.60",322,noco,acc
2013,393.05,643.939,"1,686.02",937.895,"2,553.68","1,951.20",66,noco,acc
2013,287.35,557.574,"1,604.94",844.62,"2,468.15","1,864.22",66,noco,acc
2013,347.4,585.364,"1,606.67",926.915,"2,683.62","2,039.43",322,noco,acc
2013,,,,,,,,noco,acc
2013,387.524,661.996,"1,740.46",996.393,"2,756.47","2,098.65",66,noco,acc
2013,327.902,618.185,"1,688.26",945.369,"2,635.66","2,013.68",66,noco,acc
2013,370.142,614.066,"1,689.02",988.688,"2,873.24","2,213.51",322,noco,acc
2013,375.308,605.802,"1,657.16",990.125,"2,836.55","2,209.18",322,noco,acc
2013,415.009,711.76,"1,867.79","1,095.74","2,946.50","2,320.12",66,noco,acc
2013,,,,,,,,noco,acc
2013,394.756,641.506,"1,752.87","1,072.58","3,023.57","2,373.11",322,noco,acc
2013,408.596,710.416,"1,884.30","1,120.06","2,969.89","2,343.98",66,noco,acc
2013,316.745,631.886,"1,781.00","1,029.93","2,902.32","2,236.76",66,noco,acc
2013,427.301,702.548,"1,922.63","1,176.64","3,300.58","2,575.55",322,noco,acc
2013,418.623,735.945,"1,967.29","1,228.71","3,313.79","2,593.86",322,noco,acc
2013,442.25,776.154,"2,030.78","1,239.38","3,262.96","2,587.11",66,noco,acc
2013,739.052,"1,046.62","2,157.32","1,486.57","3,068.01","2,383.14",66,noco,acc
2013,429.46,741.67,"2,032.38","1,259.00","3,440.28","2,681.67",322,noco,acc
2013,455.576,792.28,"2,061.08","1,284.56","3,291.90","2,591.42",66,noco,acc
2013,373.085,727.034,"1,964.73","1,198.48","3,243.19","2,519.59",66,noco,acc
2013,393.496,727.665,"1,958.59","1,230.14","3,189.53","2,467.01",322,noco,acc
2013,504.973,846.723,"2,100.51","1,331.01","3,421.20","2,646.61",66,noco,acc
2013,374.866,721.789,"1,987.89","1,205.58","3,205.36","2,444.78",66,noco,acc
2013,385.473,668.3,"1,920.58","1,170.89","3,261.27","2,451.25",322,noco,acc
2013,474.846,814.288,"2,129.71","1,318.83","3,373.13","2,622.82",66,noco,acc
2013,318.595,636.128,"1,812.87","1,045.28","2,929.40","2,153.30",66,noco,acc
2013,416.518,714.563,"2,019.66","1,221.58","3,464.74","2,599.24",322,noco,acc
2014,374.697,648.77,"1,857.19","1,129.73","3,173.32","2,391.16",322,noco,acc
2014,456.105,807.846,"2,112.20","1,311.06","3,416.61","2,671.19",66,noco,acc
2014,346.056,686.576,"1,909.18","1,143.05","3,100.07","2,317.27",66,noco,acc
2014,399.099,710.39,"2,039.95","1,221.71","3,429.79","2,533.90",322,noco,acc
2014,385.408,663.741,"1,875.57","1,148.08","3,186.34","2,405.67",322,noco,acc
2014,461.463,809.191,"2,131.26","1,328.48","3,430.79","2,663.77",66,noco,acc
2014,313.782,623.189,"1,785.18","1,022.75","2,881.12","2,177.89",66,noco,acc
2014,403.736,698.129,"1,986.34","1,197.73","3,361.32","2,544.80",322,noco,acc
2014,360.641,631.92,"1,811.99","1,098.00","3,103.63","2,289.16",322,noco,acc
2014,327.611,660.726,"1,876.44","1,119.67","3,021.11","2,298.06",66,noco,acc
2014,,,,,,,,noco,acc
2014,355.563,630.7,"1,860.80","1,072.20","3,014.60","2,306.96",322,noco,acc
2014,414.938,756.854,"2,066.18","1,192.67","3,140.64","2,420.22",66,noco,acc
2014,321.432,577.586,"1,817.18",920.847,"2,738.78","1,999.79",322,noco,acc
2014,384.097,691.49,"1,975.89","1,030.70","2,836.42","2,085.64",66,noco,acc
2014,,,,,,,,noco,acc
2014,346.607,606.33,"1,866.94",999.179,"2,919.12","2,149.39",322,noco,acc
2014,306.814,537.103,"1,702.87",909.024,"2,719.13","1,964.35",322,noco,acc
2014,356.858,681.777,"1,983.42","1,092.27","3,067.97","2,308.14",66,noco,acc
2014,649.9,926.925,"2,099.88","1,245.94","2,465.41","1,801.34",66,noco,acc
2014,303.327,565.83,"1,857.78",916.109,"2,762.28","1,888.38",322,noco,acc
2014,"1,248.44","1,372.34","2,408.99","1,660.20","2,690.53","2,085.45",898,noco,acc
2014,265.461,591.534,"1,826.72",983.649,"2,850.68","2,142.36",66,noco,acc
2014,338.835,574.364,"1,753.09",958.052,"2,826.05","2,090.99",322,noco,acc
2014,315.518,546.997,"1,667.75",922.939,"2,695.12","1,988.37",322,noco,acc
2014,206.532,466.092,"1,537.10",708.791,"2,108.99","1,400.29",66,noco,acc
2014,260.927,455.186,"1,495.91",738.05,"2,283.63","1,579.70",322,noco,acc
2014,294.991,507.401,"1,589.47",844.907,"2,517.63","1,838.24",322,noco,acc
2014,295.157,589.107,"1,773.22",920.038,"2,634.45","1,946.80",66,noco,acc
2014,,,,,,,,noco,acc
2014,279.784,477.449,"1,496.70",777.712,"2,369.86","1,698.36",322,noco,acc
2014,279.633,485.569,"1,490.99",799.841,"2,409.47","1,706.36",322,noco,acc
2014,231.246,510.547,"1,595.32",768.783,"2,314.73","1,660.58",66,noco,acc
2014,277.694,471.253,"1,464.89",744.263,"2,274.32","1,636.50",322,noco,acc
2014,272.578,464.553,"1,444.48",733.078,"2,217.15","1,600.22",322,noco,acc
2014,318.93,571.463,"1,627.42",821.763,"2,371.20","1,750.09",66,noco,acc
2014,273.27,519.318,"1,498.83",815.509,"2,218.77","1,656.31",322,noco,acc
2014,238.18,541.283,"1,626.43",848.508,"2,494.83","1,866.11",66,noco,acc
2014,318.467,517.288,"1,489.27",845.44,"2,504.77","1,891.26",322,noco,acc
2014,312.424,583.25,"1,655.63",888.668,"2,548.89","1,942.44",66,noco,acc
2014,265.047,560.695,"1,642.49",886.912,"2,550.76","1,921.83",66,noco,acc
2014,349.569,555.938,"1,569.75",905.926,"2,636.42","2,009.02",322,noco,acc
2014,251.618,550.176,"1,635.68",864.359,"2,504.54","1,852.37",66,noco,acc
2014,321.726,547.061,"1,590.81",880.962,"2,604.82","1,936.20",322,noco,acc
2014,345.577,573.486,"1,622.01",925.62,"2,652.57","2,048.52",322,noco,acc
2014,,,,,,,,noco,acc
2014,290.472,592.93,"1,758.34",935.581,"2,597.26","1,963.54",66,noco,acc
2014,"1,060.31","1,341.95","2,648.32","1,772.22","3,365.03","2,718.56",834,noco,acc
2014,349.608,620.495,"1,866.54","1,033.96","2,825.18","2,208.62",322,noco,acc
2014,402.98,724.489,"2,021.02","1,119.48","2,894.41","2,250.31",66,noco,acc
2014,315.411,635.898,"1,874.55","1,051.40","2,797.18","2,207.27",66,noco,acc
2014,390.692,695.312,"2,004.90","1,165.52","3,125.64","2,419.61",322,noco,acc
2014,386.187,670.55,"1,944.76","1,157.00","3,120.46","2,455.52",322,noco,acc
2014,428.943,800.22,"2,226.98","1,319.66","3,343.40","2,641.86",66,noco,acc
2014,359.89,718.61,"2,044.60","1,221.50","3,224.69","2,532.61",66,noco,acc
2014,405.052,701.623,"2,010.61","1,245.93","3,308.21","2,607.52",322,noco,acc
2014,496.293,860.821,"2,271.48","1,417.09","3,472.37","2,777.80",66,noco,acc
2014,380.642,773.709,"2,194.17","1,362.45","3,430.66","2,702.25",66,noco,acc
